Algoritam,Silhouette,Davies-Bouldin,Calinski-Harabasz
KMeans,0.006505242975632231,12.625264355950495,8.04457102449479
MiniBatch,0.004192727862749212,7.492493629560343,7.208347988359353
Agglomerative,0.0031454913077878874,8.437468288280927,6.758607525155009
Spectral,0.004804346672195599,8.058433015616073,7.450823486307954
DBSCAN,0.0,0.0,0.0
