Algoritam,Silhouette,Davies-Bouldin,Calinski-Harabasz
KMeans,0.12844249015618828,2.552298197234873,502.6479949752829
MiniBatch,0.16531333510988924,1.2722324752794412,450.39390610387625
Agglomerative,0.13814126740939905,2.6568319271976417,503.50459921281436
Spectral,0.17582414757191112,1.935208019430301,496.476089631862
DBSCAN,0.553382034216968,0.3395073822647498,23.125702307841614
