Algoritam,Silhouette,Davies-Bouldin,Calinski-Harabasz
KMeans,0.06759508593142884,3.8308796473102427,71.23724040441746
MiniBatch,0.051692453009991736,4.379520128839713,55.30584101144663
Agglomerative,0.05082435145101913,2.6483209012595292,62.78660848829479
Spectral,0.05357968812187225,3.010237343921894,59.15361300161984
DBSCAN,0.6686708886681333,0.44327813274084316,41.18441315262567
